,0
0,0.5009142160415649
1,0.5009142160415649
2,0.5009142160415649
3,0.5009142160415649
4,0.5009142160415649
5,0.5009142160415649
6,0.5009142160415649
7,0.5009142160415649
8,0.5009142160415649
9,0.5009142160415649
10,0.5009142160415649
11,0.5009142160415649
12,0.5009142160415649
13,0.5009142160415649
14,0.5009142160415649
15,0.5009142160415649
16,0.5009142160415649
17,0.5009142160415649
18,0.5009142160415649
19,0.5009142160415649
20,0.5009142160415649
21,0.5009142160415649
22,0.5009142160415649
23,0.5009142160415649
24,0.5009142160415649
25,0.5009142160415649
26,0.5009142160415649
27,0.5009142160415649
28,0.5009142160415649
29,0.5009142160415649
30,0.5009142160415649
31,0.5009142160415649
32,0.5009142160415649
33,0.5009142160415649
34,0.5009142160415649
35,0.5009142160415649
36,0.5009142160415649
37,0.5009142160415649
38,0.5009142160415649
39,0.5009142160415649
40,0.5009142160415649
41,0.5009142160415649
42,0.5009142160415649
43,0.5009142160415649
44,0.5009142160415649
45,0.5009142160415649
46,0.5009142160415649
47,0.5009142160415649
48,0.5009142160415649
49,0.5009142160415649
50,0.5009142160415649
51,0.5009142160415649
52,0.5009142160415649
53,0.5009142160415649
54,0.5009142160415649
55,0.5009142160415649
56,0.5009142160415649
57,0.5009142160415649
58,0.5009142160415649
59,0.5009142160415649
60,0.5009142160415649
61,0.5009142160415649
62,0.5009142160415649
63,0.5009142160415649
64,0.5009142160415649
65,0.5009142160415649
66,0.5009142160415649
67,0.5009142160415649
68,0.5009142160415649
69,0.5009142160415649
70,0.5009142160415649
71,0.5009142160415649
72,0.5009142160415649
73,0.5009142160415649
74,0.5009142160415649
75,0.5009142160415649
76,0.5009142160415649
77,0.5009142160415649
78,0.5009142160415649
79,0.5009142160415649
80,0.5009142160415649
81,0.5009142160415649
82,0.5009142160415649
83,0.5009142160415649
84,0.5009142160415649
85,0.5009142160415649
86,0.5009142160415649
87,0.5009142160415649
88,0.5009142160415649
89,0.5009142160415649
90,0.5009142160415649
91,0.5009142160415649
92,0.5009142160415649
93,0.5009142160415649
94,0.5009142160415649
95,0.5009142160415649
96,0.5009142160415649
97,0.5009142160415649
98,0.5009142160415649
99,0.5009142160415649
100,0.5009142160415649
101,0.5009142160415649
102,0.5009142160415649
103,0.5009142160415649
104,0.5009142160415649
105,0.5009142160415649
106,0.5009142160415649
107,0.5009142160415649
108,0.5009142160415649
109,0.5009142160415649
110,0.5009142160415649
111,0.5009142160415649
112,0.5009142160415649
113,0.5009142160415649
114,0.5009142160415649
115,0.5009142160415649
116,0.5009142160415649
117,0.5009142160415649
118,0.5009142160415649
119,0.5009142160415649
120,0.5009142160415649
121,0.5009142160415649
122,0.5009142160415649
123,0.5009142160415649
124,0.5009142160415649
125,0.5009142160415649
126,0.5009142160415649
127,0.5009142160415649
128,0.5009142160415649
129,0.5009142160415649
130,0.5009142160415649
131,0.5009142160415649
132,0.5009142160415649
133,0.5009142160415649
134,0.5009142160415649
135,0.5009142160415649
136,0.5009142160415649
137,0.5009142160415649
138,0.5009142160415649
139,0.5009142160415649
140,0.5009142160415649
141,0.5009142160415649
142,0.5009142160415649
143,0.5009142160415649
144,0.5009142160415649
145,0.5009142160415649
146,0.5009142160415649
147,0.5009142160415649
148,0.5009142160415649
149,0.5009142160415649
150,0.5009142160415649
151,0.5009142160415649
152,0.5009142160415649
153,0.5009142160415649
154,0.5009142160415649
155,0.5009142160415649
156,0.5009142160415649
157,0.5009142160415649
158,0.5009142160415649
159,0.5009142160415649
160,0.5009142160415649
161,0.5009142160415649
162,0.5009142160415649
163,0.5009142160415649
164,0.5009142160415649
165,0.5009142160415649
166,0.5009142160415649
167,0.5009142160415649
168,0.5009142160415649
169,0.5009142160415649
170,0.5009142160415649
171,0.5009142160415649
172,0.5009142160415649
173,0.5009142160415649
174,0.5009142160415649
175,0.5009142160415649
176,0.5009142160415649
177,0.5009142160415649
178,0.5009142160415649
179,0.5009142160415649
180,0.5009142160415649
181,0.5009142160415649
182,0.5009142160415649
183,0.5009142160415649
184,0.5009142160415649
185,0.5009142160415649
186,0.5009142160415649
187,0.5009142160415649
188,0.5009142160415649
189,0.5009142160415649
190,0.5009142160415649
191,0.5009142160415649
192,0.5009142160415649
193,0.5009142160415649
194,0.5009142160415649
195,0.5009142160415649
196,0.5009142160415649
197,0.5009142160415649
198,0.5009142160415649
199,0.5009142160415649
200,0.5009142160415649
201,0.5009142160415649
202,0.5009142160415649
203,0.5009142160415649
204,0.5009142160415649
205,0.5009142160415649
206,0.5009142160415649
207,0.5009142160415649
208,0.5009142160415649
209,0.5009142160415649
210,0.5009142160415649
211,0.5009142160415649
212,0.5009142160415649
213,0.5009142160415649
214,0.5009142160415649
215,0.5009142160415649
216,0.5009142160415649
217,0.5009142160415649
218,0.5009142160415649
219,0.5009142160415649
220,0.5009142160415649
221,0.5009142160415649
222,0.5009142160415649
223,0.5009142160415649
224,0.5009142160415649
225,0.5009142160415649
226,0.5009142160415649
227,0.5009142160415649
228,0.5009142160415649
229,0.5009142160415649
230,0.5009142160415649
231,0.5009142160415649
232,0.5009142160415649
233,0.5009142160415649
234,0.5009142160415649
235,0.5009142160415649
236,0.5009142160415649
237,0.5009142160415649
238,0.5009142160415649
239,0.5009142160415649
240,0.5009142160415649
241,0.5009142160415649
242,0.5009142160415649
243,0.5009142160415649
244,0.5009142160415649
245,0.5009142160415649
246,0.5009142160415649
247,0.5009142160415649
248,0.5009142160415649
249,0.5009142160415649
250,0.5009142160415649
251,0.5009142160415649
252,0.5009142160415649
253,0.5009142160415649
254,0.5009142160415649
255,0.5009142160415649
256,0.5009142160415649
257,0.5009142160415649
258,0.5009142160415649
259,0.5009142160415649
260,0.5009142160415649
261,0.5009142160415649
262,0.5009142160415649
263,0.5009142160415649
264,0.5009142160415649
265,0.5009142160415649
266,0.5009142160415649
267,0.5009142160415649
268,0.5009142160415649
269,0.5009142160415649
270,0.5009142160415649
271,0.5009142160415649
272,0.5009142160415649
273,0.5009142160415649
274,0.5009142160415649
275,0.5009142160415649
276,0.5009142160415649
277,0.5009142160415649
278,0.5009142160415649
279,0.5009142160415649
280,0.5009142160415649
281,0.5009142160415649
282,0.5009142160415649
283,0.5009142160415649
284,0.5009142160415649
285,0.5009142160415649
286,0.5009142160415649
287,0.5009142160415649
288,0.5009142160415649
289,0.5009142160415649
290,0.5009142160415649
291,0.5009142160415649
292,0.5009142160415649
293,0.5009142160415649
294,0.5009142160415649
295,0.5009142160415649
296,0.5009142160415649
297,0.5009142160415649
298,0.5009142160415649
299,0.5009142160415649
300,0.5009142160415649
